2554,11,3,7,19,right,right,"[{""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 19}, {""positionX"": 1, ""positionY"": 19}, {""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}]"
2555,11,3,8,19,right,right,"[{""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 19}, {""positionX"": 1, ""positionY"": 19}, {""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}]"
2556,11,3,9,19,right,right,"[{""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 19}, {""positionX"": 1, ""positionY"": 19}, {""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}]"
2557,11,3,10,19,right,right,"[{""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 19}, {""positionX"": 1, ""positionY"": 19}, {""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}]"
2558,11,3,11,19,right,right,"[{""positionX"": 0, ""positionY"": 19}, {""positionX"": 1, ""positionY"": 19}, {""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}]"
2559,11,3,11,18,right,up,"[{""positionX"": 1, ""positionY"": 19}, {""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}]"
2560,11,3,11,17,up,up,"[{""positionX"": 2, ""positionY"": 19}, {""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}]"
2561,11,3,11,16,up,up,"[{""positionX"": 3, ""positionY"": 19}, {""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}]"
2562,11,3,11,15,up,up,"[{""positionX"": 4, ""positionY"": 19}, {""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}]"
2563,11,3,11,14,up,up,"[{""positionX"": 5, ""positionY"": 19}, {""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}]"
2564,11,3,11,13,up,up,"[{""positionX"": 6, ""positionY"": 19}, {""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}]"
2565,11,3,11,12,up,up,"[{""positionX"": 7, ""positionY"": 19}, {""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}]"
2566,11,3,11,11,up,up,"[{""positionX"": 8, ""positionY"": 19}, {""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}]"
2567,11,3,11,10,up,up,"[{""positionX"": 9, ""positionY"": 19}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}]"
2568,11,3,11,9,up,up,"[{""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}]"
2569,11,3,11,8,up,up,"[{""positionX"": 11, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}]"
2570,11,3,11,7,up,up,"[{""positionX"": 11, ""positionY"": 18}, {""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}]"
2571,11,3,11,6,up,up,"[{""positionX"": 11, ""positionY"": 17}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}]"
2572,11,3,11,5,up,up,"[{""positionX"": 11, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}]"
2573,11,3,11,4,up,up,"[{""positionX"": 11, ""positionY"": 15}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}]"
2574,11,3,11,3,up,up,"[{""positionX"": 11, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}]"
2575,14,7,11,2,up,up,"[{""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}]"
2576,14,7,10,2,up,left,"[{""positionX"": 11, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}]"
2577,14,7,9,2,left,left,"[{""positionX"": 11, ""positionY"": 12}, {""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}]"
2578,14,7,8,2,left,left,"[{""positionX"": 11, ""positionY"": 11}, {""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}]"
2579,14,7,8,3,left,down,"[{""positionX"": 11, ""positionY"": 10}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}]"
2580,14,7,8,4,down,down,"[{""positionX"": 11, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}]"
2581,14,7,8,5,down,down,"[{""positionX"": 11, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}]"
2582,14,7,8,6,down,down,"[{""positionX"": 11, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}]"
2583,14,7,8,7,down,down,"[{""positionX"": 11, ""positionY"": 6}, {""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}]"
2584,14,7,9,7,down,right,"[{""positionX"": 11, ""positionY"": 5}, {""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}]"
2585,14,7,10,7,right,right,"[{""positionX"": 11, ""positionY"": 4}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}]"
2586,14,7,11,7,right,right,"[{""positionX"": 11, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}]"
2587,14,7,12,7,right,right,"[{""positionX"": 11, ""positionY"": 2}, {""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}]"
2588,14,7,13,7,right,right,"[{""positionX"": 10, ""positionY"": 2}, {""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}]"
2589,14,7,14,7,right,right,"[{""positionX"": 9, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}]"
2590,1,3,14,8,right,down,"[{""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}]"
2591,1,3,14,9,down,down,"[{""positionX"": 8, ""positionY"": 2}, {""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}]"
2592,1,3,13,9,down,left,"[{""positionX"": 8, ""positionY"": 3}, {""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}]"
2593,1,3,12,9,left,left,"[{""positionX"": 8, ""positionY"": 4}, {""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}]"
2594,1,3,11,9,left,left,"[{""positionX"": 8, ""positionY"": 5}, {""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}]"
2595,1,3,10,9,left,left,"[{""positionX"": 8, ""positionY"": 6}, {""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}]"
2596,1,3,9,9,left,left,"[{""positionX"": 8, ""positionY"": 7}, {""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}]"
2597,1,3,8,9,left,left,"[{""positionX"": 9, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}]"
2598,1,3,7,9,left,left,"[{""positionX"": 10, ""positionY"": 7}, {""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}]"
2599,1,3,6,9,left,left,"[{""positionX"": 11, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}]"
2600,1,3,5,9,left,left,"[{""positionX"": 12, ""positionY"": 7}, {""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}, {""positionX"": 6, ""positionY"": 9}]"
2601,1,3,4,9,left,left,"[{""positionX"": 13, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}, {""positionX"": 6, ""positionY"": 9}, {""positionX"": 5, ""positionY"": 9}]"
2602,1,3,3,9,left,left,"[{""positionX"": 14, ""positionY"": 7}, {""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}, {""positionX"": 6, ""positionY"": 9}, {""positionX"": 5, ""positionY"": 9}, {""positionX"": 4, ""positionY"": 9}]"
2603,1,3,2,9,left,left,"[{""positionX"": 14, ""positionY"": 8}, {""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}, {""positionX"": 6, ""positionY"": 9}, {""positionX"": 5, ""positionY"": 9}, {""positionX"": 4, ""positionY"": 9}, {""positionX"": 3, ""positionY"": 9}]"
2604,1,3,1,9,left,left,"[{""positionX"": 14, ""positionY"": 9}, {""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}, {""positionX"": 6, ""positionY"": 9}, {""positionX"": 5, ""positionY"": 9}, {""positionX"": 4, ""positionY"": 9}, {""positionX"": 3, ""positionY"": 9}, {""positionX"": 2, ""positionY"": 9}]"
2605,1,3,1,8,left,up,"[{""positionX"": 13, ""positionY"": 9}, {""positionX"": 12, ""positionY"": 9}, {""positionX"": 11, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 9, ""positionY"": 9}, {""positionX"": 8, ""positionY"": 9}, {""positionX"": 7, ""positionY"": 9}, {""positionX"": 6, ""positionY"": 9}, {""positionX"": 5, ""positionY"": 9}, {""positionX"": 4, ""positionY"": 9}, {""positionX"": 3, ""positionY"": 9}, {""positionX"": 2, ""positionY"": 9}, {""positionX"": 1, ""positionY"": 9}]"
