2181,11,19,10,17,down,down,"[{""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}]"
2182,11,19,10,18,down,down,"[{""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}]"
2183,11,19,10,19,down,down,"[{""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}]"
2184,11,19,11,19,down,right,"[{""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}]"
2185,4,15,12,19,right,right,"[{""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}]"
2186,4,15,13,19,right,right,"[{""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}]"
2187,4,15,14,19,right,right,"[{""positionX"": 10, ""positionY"": 13}, {""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}]"
2188,4,15,15,19,right,right,"[{""positionX"": 11, ""positionY"": 13}, {""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}]"
2189,4,15,16,19,right,right,"[{""positionX"": 12, ""positionY"": 13}, {""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}]"
2190,4,15,17,19,right,right,"[{""positionX"": 13, ""positionY"": 13}, {""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}]"
2191,4,15,18,19,right,right,"[{""positionX"": 14, ""positionY"": 13}, {""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}]"
2192,4,15,18,18,right,up,"[{""positionX"": 15, ""positionY"": 13}, {""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}]"
2193,4,15,18,17,up,up,"[{""positionX"": 16, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}]"
2194,4,15,18,16,up,up,"[{""positionX"": 17, ""positionY"": 13}, {""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}]"
2195,4,15,18,15,up,up,"[{""positionX"": 17, ""positionY"": 14}, {""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}, {""positionX"": 18, ""positionY"": 16}]"
2196,4,15,18,14,up,up,"[{""positionX"": 17, ""positionY"": 15}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}]"
2197,4,15,18,13,up,up,"[{""positionX"": 17, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}]"
2198,4,15,18,12,up,up,"[{""positionX"": 17, ""positionY"": 17}, {""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}]"
2199,4,15,17,12,up,left,"[{""positionX"": 17, ""positionY"": 18}, {""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}]"
2200,4,15,16,12,left,left,"[{""positionX"": 16, ""positionY"": 18}, {""positionX"": 15, ""positionY"": 18}, {""positionX"": 14, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 18}, {""positionX"": 13, ""positionY"": 17}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 15}, {""positionX"": 13, ""positionY"": 14}, {""positionX"": 12, ""positionY"": 14}, {""positionX"": 11, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 10, ""positionY"": 19}, {""positionX"": 11, ""positionY"": 19}, {""positionX"": 12, ""positionY"": 19}, {""positionX"": 13, ""positionY"": 19}, {""positionX"": 14, ""positionY"": 19}, {""positionX"": 15, ""positionY"": 19}, {""positionX"": 16, ""positionY"": 19}, {""positionX"": 17, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 19}, {""positionX"": 18, ""positionY"": 18}, {""positionX"": 18, ""positionY"": 17}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}, {""positionX"": 17, ""positionY"": 12}]"
