259.0,70.2,-6.9,7.3,296,0
236.5,12.0,8.6,2.5,232,-1
410.4,23.1,-4.3,5.5,232,1
144.1,41.9,-4.9,5.0,80,0
272.8,38.0,7.6,6.5,368,0
150.5,39.9,8.1,4.0,144,-1
199.6,69.0,7.3,9.5,72,0
301.5,530.2,-4.6,5.0,112,0
99.4,41.7,-4.9,4.9,96,0
190.5,49.0,-4.4,4.1,152,0
435.1,19.2,-9.3,3.6,432,0
175.8,71.8,-5.3,6.0,88,-1
591.3,26.2,-9.6,-2.8,328,0
139.9,62.2,-11.4,6.3,40,1
351.2,12.0,7.2,3.5,472,0
510.6,85.9,-7.6,10.6,320,0
110.2,12.0,8.7,2.3,0,0
569.6,12.0,6.4,2.9,272,0
133.1,12.0,7.6,2.4,0,0
266.9,12.0,8.7,2.3,48,-1
161.2,80.6,-6.9,8.6,248,0
133.4,12.0,8.5,2.8,80,-1
587.3,20.1,4.4,4.0,216,0
35.5,12.0,5.3,4.6,8,0
73.2,67.7,-7.6,8.0,88,1
338.2,42.9,-5.1,6.2,344,-1
191.2,18.6,-5.0,3.3,0,0
265.4,58.2,-6.1,6.6,240,1
572.0,43.7,-4.9,6.3,328,0
605.2,12.0,6.6,2.3,344,0
64.9,12.0,-5.5,2.3,24,0
448.2,33.2,-6.0,5.3,240,0
107.4,50.8,8.7,4.8,32,-1
351.2,29.1,4.1,5.7,232,0
487.4,67.0,7.9,6.1,112,0
441.4,44.3,4.4,4.0,32,0
202.4,59.9,-5.8,6.8,112,0
396.3,75.3,4.9,6.3,272,0
257.0,40.0,3.8,4.7,272,0
589.7,67.6,6.1,7.9,352,0
130.6,60.5,-8.9,8.1,64,0
572.8,46.5,-6.8,8.6,176,0
280.1,37.5,-4.2,4.2,304,0
116.2,28.6,-6.8,4.1,16,0
152.8,12.0,-9.8,2.2,128,1
436.2,45.2,-4.3,5.5,184,0
357.1,17.0,10.0,-0.8,208,-1
420.4,47.5,-5.4,5.9,392,1
235.6,58.0,-4.0,5.7,288,0
583.2,21.4,8.9,-1.2,0,0
180.2,19.0,6.8,-4.2,0,0
445.8,56.4,6.7,7.4,144,0
592.3,21.0,-7.9,9.0,72,0
277.7,29.7,6.7,4.4,152,0
408.7,55.1,-4.2,4.3,272,0
323.4,18.8,-7.4,6.8,136,0
375.7,48.2,-9.3,9.1,184,0
340.1,12.0,8.6,2.5,304,0
443.7,12.0,8.6,2.5,304,0
547.3,12.0,8.6,2.5,232,1
306.8,569.1,-6.6,5.0,184,0
256.1,346.1,-12.8,5.0,40,1
543.4,86.3,-7.3,8.3,72,0
596.2,12.0,10.0,0.8,120,1
476.6,12.0,10.0,0.8,216,0
251.6,37.8,4.7,6.5,48,0
574.7,16.9,-5.0,4.9,216,0
296.5,27.8,-6.1,7.9,184,0
444.0,62.4,9.9,8.4,320,0
459.8,83.8,8.0,6.0,312,0
361.8,57.2,-9.5,3.0,200,1
476.2,21.0,-9.5,3.0,208,0
590.6,40.5,-9.5,-3.0,208,0
594.2,26.0,-10.7,-5.3,0,0
253.8,58.7,-8.7,6.7,136,0
501.5,73.1,10.3,6.1,280,0
545.8,64.9,-6.0,5.3,344,0
432.1,27.2,-6.2,5.1,192,0
515.1,76.1,-5.0,4.9,216,0
131.0,58.1,-5.0,3.3,0,0
533.0,37.8,-6.8,8.6,112,0
580.8,17.8,-4.0,5.8,88,0
176.2,17.2,11.9,-1.8,96,0
591.7,12.0,7.6,2.4,192,0
318.6,12.0,11.9,1.8,168,0
450.3,20.9,-6.7,4.4,32,0
461.0,12.0,11.9,1.8,168,0
500.0,12.0,7.6,2.4,192,0
603.4,12.0,11.9,1.8,168,0
508.0,98.0,-9.8,8.6,168,0
408.3,12.0,7.6,2.4,192,0
86.8,27.9,11.9,5.3,0,0
103.7,72.2,5.3,4.6,96,-1
370.3,74.0,-6.7,4.4,104,-1
306.8,347.8,-6.6,5.0,104,0
543.7,12.0,8.5,2.8,104,0
441.1,12.0,8.5,2.8,168,1
338.6,12.0,8.5,2.8,224,0
236.0,12.0,8.5,2.8,176,-1
316.5,12.0,7.6,2.4,112,-1
307.3,59.2,3.7,4.7,224,0
505.8,70.6,12.7,5.9,360,0
278.4,44.9,-4.6,6.6,192,0
609.9,62.0,-12.8,2.4,88,0
322.2,29.9,5.4,4.5,32,0
224.8,12.0,7.6,2.4,16,-1
402.8,33.9,4.1,4.4,224,0
476.2,36.1,8.9,-1.2,0,0
552.9,73.9,-6.3,7.7,0,0
469.9,12.0,-8.1,3.9,328,0
133.7,79.1,8.3,5.6,112,-1
34.2,12.0,8.3,5.6,16,-1
602.7,30.3,8.7,-2.2,328,1
309.4,546.2,-5.3,5.0,272,0
476.1,12.0,-9.6,2.8,328,0
361.0,12.0,-9.6,2.8,320,1
245.9,12.0,-9.6,2.8,224,1
130.7,12.0,-9.6,2.8,128,1
15.6,12.0,-9.6,2.8,32,1
221.6,50.7,-5.8,5.5,192,0
313.7,65.6,-9.3,3.6,336,1
575.0,25.0,9.5,-3.0,0,0
549.6,72.7,7.7,4.7,256,0
457.3,16.7,7.7,4.7,256,0
266.5,59.6,-6.0,5.3,256,0
408.4,40.6,-5.6,5.7,344,0
390.6,63.2,-4.8,5.1,144,-1
465.3,60.0,-10.7,5.3,0,0
387.0,12.0,-9.8,2.2,248,0
372.2,519.1,8.7,5.0,152,0
406.0,22.2,-4.8,5.1,168,-1
35.6,12.0,-9.8,2.2,32,1
83.0,18.9,-8.8,-2.0,0,0
80.0,40.1,8.3,5.6,40,-1
104.4,75.5,9.0,7.9,0,1
447.8,23.6,-4.8,-5.1,136,0
372.4,58.3,-8.1,3.9,320,1
233.0,107.8,-6.7,8.7,200,0
304.2,217.7,-15.8,5.0,48,1
380.4,34.2,8.3,5.5,8,0
188.3,43.1,-8.8,-2.0,64,1
463.0,27.9,-4.2,-4.3,272,0
303.0,61.8,4.3,5.5,328,0
127.3,89.0,-9.8,8.6,48,0
504.1,12.0,-9.8,2.2,248,0
262.0,58.0,6.8,4.2,0,0
371.4,12.0,8.7,2.3,144,-1
125.4,49.4,-7.7,4.7,24,0
367.3,206.3,11.8,5.0,328,0
329.3,485.2,4.6,5.0,0,1
377.2,595.0,9.5,-5.0,0,0
475.9,12.0,8.7,2.3,152,0
374.6,50.4,-6.3,6.4,264,-1
580.3,12.0,8.7,2.3,152,0
437.2,54.5,7.2,3.5,472,0
269.9,12.0,-9.8,2.2,224,1
262.9,22.9,3.7,-4.7,224,0
151.4,31.6,-6.2,6.5,0,0
292.8,79.0,-6.7,7.4,208,-1
98.2,12.0,-5.5,2.3,24,0
164.6,37.3,-5.5,-2.3,24,0
107.3,54.9,-6.6,6.1,112,0
350.0,72.0,10.0,5.0,184,0
387.1,39.9,-4.9,-3.5,208,-1
328.8,26.1,-4.9,3.5,232,0
270.6,68.4,-4.9,3.5,232,0
461.8,17.5,6.9,-5.8,128,0
205.7,17.4,-5.9,5.4,88,0
76.7,35.6,-7.7,4.7,0,0
544.6,75.6,6.9,5.8,128,0
214.7,12.0,8.7,2.3,0,0
193.8,67.8,-6.5,6.2,120,0
90.5,69.5,10.0,0.9,56,-1
455.1,26.7,6.4,-2.9,272,0
167.6,61.8,-9.5,5.5,48,1
531.4,12.0,6.4,2.9,272,0
291.0,32.3,-6.2,5.1,200,-1
132.2,35.0,7.0,-5.6,232,-1
435.8,24.1,-9.1,-4.1,88,0
601.2,19.1,-4.9,-6.3,288,-1
194.8,95.0,-5.3,4.6,168,0
216.7,93.1,-6.2,5.1,296,-1
292.3,80.1,6.5,7.6,0,0
484.2,20.9,-6.0,-5.3,240,0
140.2,71.2,9.9,9.9,0,1
157.3,21.4,-6.8,-4.1,40,1
326.5,49.3,-9.1,4.1,88,0
432.3,69.5,-8.3,7.2,32,0
41.7,48.8,-10.7,7.4,64,1
129.6,92.6,-8.9,8.1,144,-1
230.4,55.7,8.2,8.7,104,0
373.4,48.5,-3.9,4.6,312,-1
350.1,66.3,-6.2,9.1,240,-1
216.7,56.9,7.0,5.6,328,-1
281.7,30.8,-9.5,-5.5,144,1
257.9,39.7,-5.3,4.6,168,0
58.1,42.1,10.0,-0.8,0,0
237.5,18.8,-5.8,6.8,112,0
439.0,59.6,-6.1,7.9,96,0
141.1,86.4,-4.1,4.4,56,0
221.3,28.1,-5.0,-3.3,0,0
424.1,67.7,-9.1,9.3,200,1
